short_name,position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
B. Ekincier,Defense,56,700.0,22,181,72,SV Waldhof Mannheim 07,Azerbaijan
K. Guessoum,Defense,66,2000.0,22,176,70,Nîmes Olympique,France
K. Kiklaisz,Offense,56,1000.0,23,186,81,Górnik Zabrze,Poland
E. Boldewijn,Midfield,62,2000.0,28,185,76,Sutton United,Netherlands
S. Mandi,Defense,49,500.0,19,174,73,Jamshedpur FC,India
Jeong Ji Yong,Offense,53,1000.0,22,179,69,Gangwon FC,Korea Republic
H. Abe,Midfield,68,3000.0,31,170,68,Nagoya Grampus,Japan
S. Inagaki,Defense,69,3000.0,29,175,70,Nagoya Grampus,Japan
W. Lugo,Defense,64,500.0,24,176,70,Academia Puerto Cabello,Venezuela
P. Wimmer,Midfield,67,6000.0,20,182,77,DSC Arminia Bielefeld,Austria
C. Nørgaard,Defense,73,33000.0,27,187,77,Brentford,Denmark
A. Lassiter,Midfield,62,2000.0,26,178,70,Houston Dynamo,Costa Rica
M. Sørensen,Defense,68,14000.0,22,193,92,Brentford,Denmark
A. Diawara,Defense,76,35000.0,23,183,75,Roma,Guinea
J. Lukaku,Defense,73,40000.0,26,177,86,Lazio,Belgium
L. Morales,GoalKeeper,72,6000.0,21,187,76,Club Atlético Lanús,Argentina
J. Vachoux,GoalKeeper,65,1000.0,26,183,76,USL Dunkerque,France
Jadenilson Baia,Defense,67,9000.0,33,167,63,Sport Club Corinthians Paulista,Brazil
F. Marchetti,GoalKeeper,69,4000.0,38,188,83,Genoa,Italy
V. Vada,Midfield,71,7000.0,25,175,70,Real Zaragoza,Argentina
O. Gene,Midfield,55,500.0,18,180,75,Amiens SC,France
P. Ruiz,Defense,65,2000.0,22,172,68,Real Salt Lake,Argentina
D. Ochoa,GoalKeeper,66,1000.0,20,188,80,Real Salt Lake,Mexico
V. Korniienko,Defense,71,500.0,22,175,70,Shakhtar Donetsk,Ukraine
S. Russo,Defense,60,550.0,21,183,75,SV Waldhof Mannheim 07,Germany
O. Aina,Defense,74,27000.0,24,184,82,Torino F.C.,Nigeria
S. Bakıs,Offense,67,3000.0,27,186,78,Heracles Almelo,Turkey
Sebastián Méndez,Defense,67,2000.0,24,175,72,Orlando City Soccer Club,Ecuador
Sidney Pessinho,Defense,77,27000.0,29,187,85,Internacional,Brazil
L. Andronache,Offense,54,500.0,17,186,71,FC Farul Constanța,Romania
S. Doungel,Midfield,56,500.0,27,172,69,Jamshedpur FC,India
Y. Cathline,Midfield,59,550.0,18,176,68,En Avant de Guingamp,France
D. Collander,Midfield,60,550.0,19,178,70,Örebro SK,Sweden
Alison,Defense,70,12000.0,28,180,70,Al Hazem,Brazil
R. Sugiyama,GoalKeeper,58,650.0,34,184,76,Avispa Fukuoka,Japan
L. Pizarro,Midfield,65,3000.0,23,186,75,Godoy Cruz,Argentina
B. Castillo,Defense,73,850.0,22,171,60,Barcelona Sporting Club,Ecuador
Marcelo Pitaluga,GoalKeeper,57,1000.0,18,191,78,Liverpool,Brazil
Park Yong Ji,Offense,63,1000.0,28,183,74,Seongnam FC,Korea Republic
Imanol,Defense,63,3000.0,20,177,63,CD Mirandés,Spain
Matheus Rossetto,Midfield,67,3000.0,25,180,75,Atlanta United,Brazil
T. Walcott,Midfield,76,49000.0,32,176,68,Southampton,England
S. Muratore,Midfield,63,8000.0,23,186,74,CD Tondela,Italy
B. Al Sayali,Defense,53,3000.0,20,171,70,Al Tai,Saudi Arabia
F. Bamenye,Midfield,53,500.0,19,177,73,Mjøndalen IF,Norway
C. Baeza,Defense,72,14000.0,27,171,64,Deportivo Toluca,Chile
C. Johansson,Defense,65,1000.0,27,188,80,IFK Göteborg,Sweden
J. Busk,GoalKeeper,67,7000.0,27,189,88,1. FC Union Berlin,Denmark
Mateus Couteira,Defense,64,4000.0,25,177,75,Associação Chapecoense de Futebol,Brazil
R. Street,Midfield,61,6000.0,19,188,70,Crystal Palace,England
E. Simms,Offense,65,14000.0,20,183,73,Everton,England
F. Medina,Defense,75,21000.0,22,184,77,Racing Club de Lens,Argentina
João Teixeira,Midfield,72,9000.0,28,177,69,Feyenoord,Portugal
Cedric Teguía,Midfield,65,3000.0,19,180,74,RC Celta de Vigo,Spain
A. Grijalva,Defense,58,5000.0,20,177,78,CF Monterrey,Mexico
J. Rak-Sakyi,Offense,61,4000.0,18,178,73,Crystal Palace,England
G. McEachran,Defense,60,10000.0,20,172,65,Chelsea,England
J. Sraha,Defense,51,2000.0,18,183,70,Barnsley,England
Henrique Gomes,Defense,71,6000.0,25,185,78,Gil Vicente FC,Portugal
R. Rivas,GoalKeeper,61,500.0,36,186,80,Club Atlético Nacional Potosí,Bolivia
Y. Omar,Offense,59,4000.0,27,182,79,Al Hazem,Niger
M. Hoedemakers,Defense,68,3000.0,23,181,75,SC Cambuur,Netherlands
L. Ranđelović,Midfield,70,700.0,23,177,68,CD Leganés,Serbia
B. Vazquez,Offense,62,2000.0,22,188,79,FC Cincinnati,United States
V. Huerta,Defense,70,7000.0,27,185,77,Universidad Católica,Chile
C. McBride,Offense,59,6000.0,20,183,65,Blackburn Rovers,Scotland
J. Ponticelli,Offense,59,500.0,22,180,70,Wrexham AFC,England
R. Takahashi,Defense,65,1000.0,27,171,68,Shonan Bellmare,Japan
J. Shaughnessy,Defense,65,2000.0,28,183,69,St. Mirren,Republic of Ireland
O. Danchenko,Defense,69,550.0,26,176,75,AEK Athens,Ukraine
N. Bätzner,Midfield,69,5000.0,21,175,63,KV Oostende,Germany
Kim Sung Joon,Midfield,66,4000.0,33,174,68,Ulsan Hyundai FC,Korea Republic
R. Kikuchi,Defense,65,2000.0,24,188,80,Vissel Kobe,Japan
G. Maroni,Midfield,69,6000.0,22,175,70,Club Atlas,Argentina
M. Piossek,Defense,63,650.0,31,176,73,SV Meppen,Poland
M. Sponsel,Defense,62,2000.0,19,189,81,1. FC Köln,Germany
J. Irvine,Midfield,68,8000.0,28,189,70,FC St. Pauli,Australia
M. Bozan,GoalKeeper,55,1000.0,20,190,80,Gazişehir Gaziantep F.K.,Turkey
G. Singh,Defense,55,500.0,25,175,65,Chennaiyin FC,India
Marcos Júnior,Offense,73,12000.0,28,167,66,Yokohama F. Marinos,Brazil
S. Hezze,Midfield,65,2000.0,19,182,77,Club Atlético Huracán,Argentina
K. Woolery,Offense,64,2000.0,26,181,78,Motherwell,England
J. Bauman,Offense,68,500.0,30,178,74,Independiente del Valle,Argentina
D. Lizio,Midfield,69,600.0,32,168,62,Club Deportivo Jorge Wilstermann,Bolivia
W. Sulaeman,Midfield,51,800.0,19,170,67,Lechia Gdańsk,Indonesia
J. Engel,Defense,59,550.0,20,181,75,SC Freiburg II,Germany
Lee Chang Yong,Defense,62,1000.0,30,178,76,Seongnam FC,Korea Republic
Reinaldo,Offense,59,2000.0,22,175,63,SV Ried,Brazil
A. Jahović,Offense,72,12000.0,34,191,86,Göztepe SK,North Macedonia
L. Holtby,Midfield,71,16000.0,30,176,72,Holstein Kiel,Germany
A. Nwakaeme,Midfield,77,30000.0,32,185,80,Trabzonspor,Nigeria
F. Ibarra,Midfield,63,1000.0,20,175,69,Atlanta United,Argentina
Prazeracinho,Offense,78,33000.0,21,172,70,Flamengo,Brazil
M. Miazga,Defense,72,51000.0,25,193,84,Deportivo Alavés,United States
A. Golovin,Midfield,79,53000.0,25,180,69,AS Monaco,Russia
D. Brown,Offense,65,600.0,30,188,82,NorthEast United FC,Jamaica
M. Stevens,Offense,61,3000.0,23,180,74,Forest Green Rovers,England
C. Matei,Midfield,65,2000.0,29,175,70,FC Dinamo 1948 Bucureşti,Romania
G. Calò,Defense,64,3000.0,24,180,75,Benevento,Italy
L. Cabrera,Defense,77,19000.0,30,190,82,RCD Espanyol de Barcelona,Uruguay
K. Opoku,Offense,56,900.0,19,165,70,Los Angeles FC,Ghana
G. Maripán,Defense,77,43000.0,27,193,83,AS Monaco,Chile
P. Terracciano,GoalKeeper,71,22000.0,31,193,78,Fiorentina,Italy
J. Tartarotti,Midfield,62,2000.0,21,176,70,SC Rheindorf Altach,Austria
Kike García,Offense,78,33000.0,31,186,79,CA Osasuna,Spain
L. Fomba,Defense,72,5000.0,23,188,68,Nîmes Olympique,France
E. Canpolat,GoalKeeper,55,1000.0,20,194,85,Kasimpaşa SK,Germany
N. Palavecino,Midfield,61,800.0,18,186,77,Estudiantes de La Plata,Argentina
J. Derstroff,Midfield,66,2000.0,29,182,75,Hallescher FC,Germany
M. Murakami,GoalKeeper,63,900.0,28,185,85,Avispa Fukuoka,Japan
F. Calvo,Defense,70,5000.0,28,180,77,Chicago Fire Football Club,Costa Rica
Y. Amyn,Midfield,60,500.0,17,172,64,Viktoria Köln,Germany
D. Wiebe,Defense,67,3000.0,27,187,73,Eintracht Braunschweig,Germany
A. Barreca,Defense,71,3000.0,26,183,70,Lecce,Italy
T. Huddlestone,Defense,68,6000.0,34,188,80,Hull City,England
M. Ilaimaharitra,Defense,73,11000.0,25,177,80,Royal Charleroi S.C.,Madagascar
C. Lenz,Defense,73,20000.0,26,180,75,Eintracht Frankfurt,Germany
B. Colula,Defense,62,2000.0,25,176,74,Mazatlán Futbol Club,Mexico
J. Rioja,Defense,62,500.0,33,178,78,Club Atlético Nacional Potosí,Bolivia
M. Heyer,Defense,70,8000.0,26,185,78,Hamburger SV,Germany
M. Chothe,Midfield,53,500.0,21,165,58,FC Goa,India
C. Mutawe,Defense,48,500.0,20,184,60,Drogheda United,Republic of Ireland
B. Ketkeophomphone,Midfield,66,2000.0,31,180,73,USL Dunkerque,France
S. McWilliams,Defense,63,3000.0,22,180,69,Northampton Town,England
L. Desmond,Defense,63,800.0,26,183,75,St. Patrick's Athletic,Republic of Ireland
Ely,Offense,65,4000.0,30,187,74,FC Farul Constanța,Cape Verde Islands
M. Gilks,GoalKeeper,63,1000.0,39,185,81,Bolton Wanderers,Scotland
K. Hovi,Offense,60,800.0,27,185,79,FC Viktoria 1889 Berlin,Finland
R. Salin,GoalKeeper,73,16000.0,36,189,76,Stade Rennais FC,France
B. M'Bondo,Defense,60,600.0,19,186,78,Chamois Niortais Football Club,France
Wang Gang,Defense,67,7000.0,32,188,81,Beijing Guoan FC,China PR
K. Sento,Midfield,65,1000.0,26,170,62,Sagan Tosu,Japan
Kiko Femenía,Defense,75,42000.0,30,174,61,Watford,Spain
T. Nkeng,Offense,56,500.0,21,180,70,HJK Helsinki,Cameroon
M. Johnson,Defense,67,3000.0,30,178,74,Sheffield Wednesday,England
E. Knudtzon,Midfield,64,2000.0,32,178,70,Molde FK,Norway
H. Kiyotake,Midfield,71,6000.0,31,172,66,Cerezo Osaka,Japan
T. Nakai,Midfield,61,2000.0,17,178,68,Real Madrid CF,Japan
Muo Cadete,Midfield,77,28000.0,21,178,78,Palmeiras,Brazil
M. Karamoko,Offense,64,5000.0,21,188,88,LASK Linz,France
C. Torres,GoalKeeper,59,500.0,21,180,77,Sport Huancayo,Peru
M. Villarroel,Defense,66,500.0,22,177,74,Club Deportivo Jorge Wilstermann,Bolivia
Javi Castro,Defense,65,2000.0,20,183,75,RC Celta de Vigo,Spain
Ivo Pinto,Defense,69,500.0,31,182,75,Fortuna Sittard,Portugal
A. Zhirov,Defense,69,4000.0,30,193,88,SV Sandhausen,Russia
E. Azcona,Midfield,57,500.0,17,168,59,Inter Miami CF,Dominican Republic
L. Gordon,Defense,65,2000.0,25,182,77,St. Johnstone FC,Scotland
F. Pollock,Midfield,58,500.0,17,178,68,Heart of Midlothian,Scotland
K. Lomónaco,Defense,61,1000.0,19,192,80,Club Atlético Lanús,Argentina
I. Ogbu,Defense,64,950.0,21,187,78,Lillestrøm SK,Nigeria
Fan Yunlong,Midfield,62,3000.0,32,180,75,Guangzhou City,China PR
B. Kikanović,Offense,56,1000.0,21,185,79,San Jose Earthquakes,United States
I. Al Harbi,Midfield,57,3000.0,25,169,65,Al Fayha,Saudi Arabia
J. Abu Hanna,Defense,65,2000.0,23,184,80,Legia Warszawa,Israel
N. Fagioli,Midfield,68,18000.0,20,178,72,Juventus,Italy
J. Stafford,Defense,54,500.0,18,186,70,Waterford FC,England
B. Paton,Defense,55,900.0,21,175,67,Ross County FC,Canada
Álex Berenguer,Midfield,80,32000.0,25,175,73,Athletic Club de Bilbao,Spain
M. Locatelli,Defense,82,74000.0,23,185,75,Juventus,Italy
J. Whatmough,Defense,67,2000.0,24,190,78,Wigan Athletic,England
L. Smith,Defense,66,2000.0,25,173,68,Dundee United,Scotland
T. Přikryl,Midfield,67,4000.0,28,177,69,Jagiellonia Białystok,Czech Republic
A. Mandi,Defense,80,37000.0,29,184,78,Villarreal CF,Algeria
F. Krüger,Offense,73,19000.0,22,186,81,DSC Arminia Bielefeld,Germany
T. Prica,Midfield,62,2000.0,19,183,75,Aalborg BK,Sweden
E. Apeh,Offense,67,3000.0,24,183,83,CD Tenerife,Nigeria
K. Mier,GoalKeeper,60,500.0,21,190,73,Atlético Nacional,Colombia
D. Douline,Defense,69,9000.0,28,182,83,Servette FC,France
Fang Jingqi,GoalKeeper,60,2000.0,28,188,76,Tianjin Jinmen Tiger FC,China PR
L. Dendoncker,Defense,77,71000.0,26,189,88,Wolverhampton Wanderers,Belgium
D. Bessa,Midfield,73,22000.0,28,178,75,Hellas Verona,Italy
K. Tezuka,Defense,66,1000.0,25,176,66,Yokohama FC,Japan
K. Smith,Defense,69,14000.0,30,175,70,Swansea City,England
J. Mahecha,Defense,68,850.0,33,176,70,La Equidad,Colombia
R. Zhemaletdinov,Midfield,74,33000.0,24,184,80,FC Lokomotiv Moscow,Russia
A. Antunes,Midfield,59,2000.0,20,181,73,Servette FC,Switzerland
L. Paz,Defense,66,1000.0,32,175,70,América de Cali,Colombia
D. Thiam,Defense,66,2000.0,31,179,67,USL Dunkerque,France
L. Tramoni,Midfield,63,2000.0,18,175,68,Cagliari,France
J. Devitt,Midfield,63,2000.0,30,176,66,Barrow,Republic of Ireland
Timo Triano,Defense,72,18000.0,25,176,76,Sport Club Corinthians Paulista,Brazil
M. Frendrup,Defense,71,7000.0,20,178,70,Brøndby IF,Denmark
M. Tapias,Defense,60,2000.0,24,179,72,Pachuca,Mexico
S. Chukwueze,Offense,77,27000.0,22,172,70,Villarreal CF,Nigeria
B. Hanlan,Offense,63,2000.0,24,182,83,Wycombe Wanderers,England
D. Haruț,Defense,67,5000.0,22,183,77,FCSB (Steaua),Romania
K. Nisbet,Offense,71,6000.0,24,180,77,Hibernian,Scotland
Zhang Huachen,Defense,57,3000.0,23,176,68,Shanghai Port FC,China PR
B. Collins,GoalKeeper,68,10000.0,24,184,69,Barnsley,England
J. Ægidius,GoalKeeper,52,700.0,19,185,71,Brøndby IF,Denmark
P. Lipski,Midfield,65,3000.0,27,186,83,Piast Gliwice,Poland
J. Wind,Offense,72,15000.0,22,190,82,F.C. København,Denmark
A. Shinnie,Midfield,66,2000.0,31,180,70,Livingston FC,Scotland
Yang Yiming,Defense,53,2000.0,26,193,82,Shijiazhuang Ever Bright F.C.,China PR
D. Green,Midfield,61,3000.0,24,181,64,Scunthorpe United,England
L. Brouwers,Defense,67,3000.0,23,183,70,Go Ahead Eagles,Netherlands
Romário Pires,Defense,63,2000.0,32,181,79,FC Farul Constanța,Brazil
Lee Gwang Yeon,GoalKeeper,60,700.0,21,185,86,Gangwon FC,Korea Republic
Caio Alexandre,Defense,69,4000.0,22,174,66,Vancouver Whitecaps FC,Brazil
F. Vargas,Offense,69,4000.0,22,178,72,FC Dallas,Venezuela
K. Fernández,Defense,53,1000.0,20,166,67,Universidad Católica,Chile
C. Bassogog,Offense,72,12000.0,25,173,72,Shanghai Shenhua FC,Cameroon
Turrientes,Midfield,65,1000.0,19,172,68,Real Sociedad B,Spain
C. Evans,Offense,66,11000.0,32,183,76,Preston North End,Wales
F. Hörberg,Defense,65,1000.0,22,180,74,Östersunds FK,Sweden
S. Colombi,GoalKeeper,70,13000.0,30,188,83,Parma,Italy
V. Morar,Offense,63,3000.0,27,183,78,Gaz Metan Mediaş,Romania
R. Caicedo,Defense,70,600.0,31,184,74,CS Emelec,Ecuador
S. Horvath,Midfield,70,13000.0,24,168,60,LASK Linz,Austria
J. Žambůrek,Midfield,62,6000.0,20,175,61,Brentford,Czech Republic
E. Segura,Defense,70,4000.0,24,175,70,Los Angeles FC,Colombia
A. Esaka,Midfield,70,8000.0,29,175,67,Urawa Red Diamonds,Japan
Zheng Zhiyun,Defense,60,1000.0,26,174,65,Shijiazhuang Ever Bright F.C.,China PR
F. Rønnow,GoalKeeper,74,20000.0,28,190,80,1. FC Union Berlin,Denmark
Jorginhson,Midfield,75,13000.0,29,178,75,Ceará Sporting Club,Brazil
K. Eriksen,Offense,60,900.0,30,187,85,Mjøndalen IF,Norway
Reinier,Midfield,71,45000.0,19,185,82,Borussia Dortmund,Brazil
J. Berthomier,Midfield,72,14000.0,31,177,74,Clermont Foot 63,France
M. Mihara,Defense,64,3000.0,32,175,67,Kashiwa Reysol,Japan
Y. Demoncy,Defense,65,2000.0,25,180,68,Paris FC,France
C. Gakpo,Midfield,79,19000.0,22,189,76,PSV,Netherlands
M. Kempter,Defense,57,2000.0,26,181,75,FC St. Gallen 1879,Philippines
Wu Qing,Midfield,58,1000.0,39,173,70,Chongqing Liangjiang Athletic,China PR
H. Diallo,Midfield,75,24000.0,26,186,79,RC Strasbourg Alsace,Senegal
Carvamelinho,Defense,70,13000.0,25,178,75,Grêmio,Brazil
R. Blanco,Offense,65,500.0,39,185,80,Academia Puerto Cabello,Venezuela
A. Bruus,Defense,65,3000.0,22,184,79,Brøndby IF,Denmark
M. Tilio,Offense,63,2000.0,19,170,67,Melbourne City FC,Australia
A. Danladi,Midfield,63,2000.0,25,178,77,Nashville SC,Ghana
F. Grahl,Midfield,66,4000.0,29,180,75,Club Atlético Aldosivi,Argentina
R. Aoki,Midfield,62,1000.0,25,174,68,Hokkaido Consadole Sapporo,Japan
J. Tuite,Defense,54,500.0,24,183,71,Drogheda United,Republic of Ireland
E. Le Fée,Midfield,71,9000.0,21,170,58,FC Lorient,France
C. Puertas,Defense,71,9000.0,22,178,77,FC Lausanne-Sport,Switzerland
L. Albertengo,Offense,68,5000.0,30,185,75,Arsenal de Sarandí,Argentina
R. Colvin,Defense,51,500.0,18,183,78,Bolton Wanderers,Austria
A. Casquete,Midfield,62,500.0,23,175,73,Guayaquil City FC,Ecuador
Guo Hao,Defense,59,2000.0,28,173,67,Shijiazhuang Ever Bright F.C.,China PR
N. Stanciu,Midfield,78,1000.0,28,170,63,SK Slavia Praha,Romania
A. Cantero,Offense,63,2000.0,23,184,80,Godoy Cruz,Argentina
J. Coburn,Offense,52,2000.0,18,178,59,Middlesbrough,England
J. Cascini,Defense,64,1000.0,24,171,68,FC Academica Clinceni,Argentina
R. Aimol,Defense,49,500.0,21,169,63,Chennaiyin FC,India
D. Meddah,Midfield,56,550.0,18,187,78,Le Havre AC,France
H. Al Geed,Midfield,58,2000.0,23,169,60,Abha Club,Saudi Arabia
S. Liseth,Midfield,61,850.0,23,182,72,FK Haugesund,Norway
Lim Chai Min,Defense,69,4000.0,30,188,82,Gangwon FC,Korea Republic
K. Al Absi,Midfield,49,4000.0,20,172,67,Al Nassr,Saudi Arabia
I. Boonen,Midfield,65,3000.0,22,178,67,KV Oostende,Belgium
S. Quemper,Defense,65,2000.0,28,178,75,SC Bastia,France
D. Ciobotariu,Defense,65,4000.0,23,184,79,CFR Cluj,Romania
C. Willock,Offense,70,10000.0,23,178,67,Queens Park Rangers,England
S. Lammens,GoalKeeper,64,500.0,18,193,72,Club Brugge KV,Belgium
A. Mitrović,Offense,75,53000.0,26,189,90,Fulham,Serbia
K. Letheren,GoalKeeper,61,1000.0,33,188,94,Morecambe,Wales
R. Holzhauser,Midfield,73,12000.0,28,193,84,K Beerschot VA,Austria
Ronaldo Mendes,Midfield,65,4000.0,28,171,75,Çaykur Rizespor,Brazil
K. Nakayama,Midfield,65,1000.0,24,177,65,Shimizu S-Pulse,Japan
M. Done,Defense,62,2000.0,33,178,65,Rochdale,England
J. Mvondo,Defense,63,1000.0,23,177,78,Górnik Zabrze,Cameroon
C. Klaus,GoalKeeper,64,2000.0,27,185,76,1. FC Nürnberg,Germany
M. Aguirregaray,Defense,70,7000.0,32,174,78,Estudiantes de La Plata,Uruguay
T. Schick,Midfield,72,21000.0,31,180,73,SK Rapid Wien,Austria
L. Colaco,Midfield,57,600.0,22,177,64,ATK Mohun Bagan FC,India
B. Santelli,Offense,63,1000.0,29,180,77,SC Bastia,France
S. Lee,Midfield,54,600.0,20,168,57,SV Waldhof Mannheim 07,Germany
D. Batz,GoalKeeper,67,2000.0,30,190,89,1. FC Saarbrücken,Germany
Xie Longfei,Midfield,48,2000.0,20,172,67,Beijing Guoan FC,China PR
C. Diedhiou,Defense,65,2000.0,33,191,76,FC Sochaux-Montbéliard,Senegal
K. Lamprou,GoalKeeper,72,7000.0,29,178,84,PEC Zwolle,Greece
S. Beukema,Defense,69,4000.0,22,188,78,AZ Alkmaar,Netherlands
C. Fandrich,Midfield,69,5000.0,30,177,67,FC Erzgebirge Aue,Germany
M. Bali,Offense,60,3000.0,31,175,72,Qingdao FC,China PR
A. Greene,Offense,62,900.0,31,177,79,Shamrock Rovers,Republic of Ireland
B. Omrani,Offense,69,9000.0,27,187,92,CFR Cluj,France
Fan Weixiang,GoalKeeper,50,900.0,24,194,83,Chongqing Liangjiang Athletic,China PR
Y. Chacón,Midfield,62,500.0,18,166,57,Deportivo Táchira FC,Venezuela
Francisco Conceição,Midfield,70,3000.0,18,170,64,FC Porto,Portugal
Dídac Vilà,Defense,73,14000.0,32,185,74,RCD Espanyol de Barcelona,Spain
I. Slimani,Offense,76,57000.0,33,188,83,Olympique Lyonnais,Algeria
Su Yuanjie,Midfield,56,3000.0,26,179,75,Tianjin Jinmen Tiger FC,China PR
E. Haji Safi,Midfield,72,900.0,31,178,71,AEK Athens,Iran
Marcos Mauro,Defense,72,19000.0,30,190,84,Cádiz CF,Argentina
J. Bowler,Midfield,65,3000.0,22,175,75,Blackpool,England
A. Desmas,GoalKeeper,72,10000.0,27,196,87,Clermont Foot 63,France
T. Ernst,GoalKeeper,54,500.0,18,193,84,VfL Bochum 1848,Germany
R. Wintle,Defense,67,9000.0,24,180,64,Blackpool,England
Pedro Neto,Offense,78,62000.0,21,172,62,Wolverhampton Wanderers,Portugal
J. Nshimirimana,Defense,59,1000.0,19,178,70,Yeni Malatyaspor,Burundi
A. Nyom,Defense,75,25000.0,33,189,80,Getafe CF,Cameroon
J. Bidwell,Defense,72,20000.0,28,183,80,Swansea City,England
M. Qasem,Defense,65,9000.0,26,176,74,Al Nassr,Saudi Arabia
E. Toal,Defense,60,500.0,22,191,80,Derry City,Northern Ireland
T. Lake,Midfield,61,2000.0,20,175,75,Fortuna Sittard,Netherlands
J. Rodriguez,Offense,74,33000.0,31,185,84,Burnley,England
A. Pițian,Defense,66,2000.0,25,192,89,Campionii FC Arges,Romania
Freder Cabral,GoalKeeper,73,21000.0,29,188,83,Clube Atlético Mineiro,Brazil
M. Ovenstad,Midfield,63,1000.0,27,182,70,Mjøndalen IF,Norway
M. Mitaj,Defense,66,500.0,17,185,71,AEK Athens,Albania
M. Deijl,Defense,63,2000.0,23,181,71,Go Ahead Eagles,Netherlands
E. Whitehouse,Midfield,62,4000.0,27,180,80,Forest Green Rovers,England
P. Faragò,Defense,68,12000.0,28,187,80,Cagliari,Italy
J. Stage,Midfield,69,9000.0,24,185,83,F.C. København,Denmark
Iñigo Martínez,Defense,81,33000.0,30,182,77,Athletic Club de Bilbao,Spain
H. Skogvold,Midfield,53,500.0,16,175,70,Lillestrøm SK,Norway
C. Harper,Midfield,60,800.0,19,176,66,New York Red Bulls,United States
O. Hanin,GoalKeeper,58,2000.0,23,190,80,1. FSV Mainz 05,Israel
P. Schmiedl,Defense,63,2000.0,23,187,89,FC Flyeralarm Admira,Austria
J. Dewsnup,GoalKeeper,55,500.0,17,185,73,Real Salt Lake,United States
A. Cubas,Defense,75,7000.0,25,166,60,Nîmes Olympique,Paraguay
O. Sivertsen,Offense,51,500.0,17,171,62,Kristiansund BK,Norway
S. Abraham,Offense,63,1000.0,30,178,74,Degerfors IF,Sweden
S. Lahssaini,Defense,64,4000.0,22,179,74,Seraing,Belgium
Lin Chuangyi,Defense,59,2000.0,28,178,72,Shijiazhuang Ever Bright F.C.,China PR
N. Korkmaz,Midfield,58,1000.0,19,172,70,Yukatel Kayserispor,Turkey
M. Ezmat,Offense,49,2000.0,23,175,71,Qingdao FC,China PR
M. Otazú,Defense,62,500.0,24,183,80,Club River Plate Asunción,Paraguay
Z. Arsenić,Defense,66,3000.0,27,187,75,Raków Częstochowa,Croatia
André Amaro,Defense,66,850.0,18,186,76,Vitória de Guimarães,Portugal
T. Beermann,Defense,70,3000.0,30,188,85,VfL Osnabrück,Germany
E. Collier,Midfield,61,2000.0,26,193,82,Chicago Fire Football Club,New Zealand
G. Tsoutsouki,Defense,53,500.0,17,176,72,APOEL Nicosia FC,Cyprus
D. Blanco,Midfield,75,15000.0,26,167,63,Club Atlético Independiente,Argentina
M. Caicedo,Midfield,66,500.0,29,176,73,Guayaquil City FC,Ecuador
K. Yeboah,Offense,67,6000.0,21,185,73,SK Sturm Graz,Ghana
L. de Jong,Offense,79,34000.0,30,188,86,FC Barcelona,Netherlands
D. Tetek,Defense,62,1000.0,18,177,65,Reading,Serbia
S. Kittel,Midfield,73,14000.0,28,179,76,Hamburger SV,Germany
S. Pavlović,Defense,69,13000.0,20,194,84,AS Monaco,Serbia
Li Guanxi,GoalKeeper,52,2000.0,22,189,78,Shandong Taishan,China PR
S. Aziz,Defense,74,35000.0,30,183,86,Fenerbahçe SK,Turkey
Luiz Phellype,Offense,72,11000.0,27,188,83,Santa Clara,Brazil
W. Seymore,Defense,60,500.0,29,182,80,Finn Harps,United States
Héniton Pires,GoalKeeper,80,33000.0,25,182,74,Flamengo,Brazil
N. Dussenne,Defense,69,8000.0,29,192,88,Standard de Liège,Belgium
P. Farman,GoalKeeper,63,2000.0,31,186,81,Barrow,England
E. Özkayımoğlu,Offense,60,2000.0,19,185,70,Göztepe SK,Turkey
H. Charsley,Midfield,63,4000.0,24,175,64,Mansfield Town,Republic of Ireland
T. Yanagi,Defense,63,1000.0,23,185,80,Hokkaido Consadole Sapporo,Japan
B. Kwiecień,Defense,64,2000.0,27,189,88,Jagiellonia Białystok,Poland
Pablo Felipe,Offense,61,500.0,17,184,76,Futebol Clube de Famalicão,Brazil
